2015-12-07 18:49:14 -- (0, ['WOinc'], 'Ne')
2015-12-07 19:23:47 -- (0, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (1, ['Others'], 'Ne')
2015-12-07 19:23:47 -- (2, ['Ne'], 'Ne')
2015-12-07 19:23:47 -- (3, ['Others'], 'Ne')
2015-12-07 19:23:47 -- (4, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (5, ['Wform'], 'Ne')
2015-12-07 19:23:47 -- (6, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (7, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (8, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (9, ['Ne'], 'Ne')
2015-12-07 19:23:47 -- (10, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (11, ['Ne'], 'Ne')
2015-12-07 19:23:47 -- (12, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (13, ['Ne'], 'Ne')
2015-12-07 19:23:47 -- (14, ['Others'], 'Ne')
2015-12-07 19:23:47 -- (15, ['Others'], 'Ne')
2015-12-07 19:23:47 -- (16, ['Others'], 'Ne')
2015-12-07 19:23:47 -- (17, ['Others'], 'Ne')
2015-12-07 19:23:47 -- (18, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (19, ['Ne'], 'Ne')
2015-12-07 19:23:47 -- (20, ['Others'], 'Ne')
2015-12-07 19:23:47 -- (21, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (22, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (23, ['Ne'], 'Ne')
2015-12-07 19:23:47 -- (24, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (25, ['Trans'], 'Ne')
2015-12-07 19:23:47 -- (26, ['Ne'], 'Ne')
2015-12-07 19:23:47 -- (27, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (0, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (1, ['Others'], 'Ne')
2015-12-07 19:23:48 -- (2, ['Ne'], 'Ne')
2015-12-07 19:23:48 -- (3, ['Others'], 'Ne')
2015-12-07 19:23:48 -- (4, ['Others'], 'Ne')
2015-12-07 19:23:48 -- (5, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (6, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (7, ['Ne'], 'Ne')
2015-12-07 19:23:48 -- (8, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (9, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (10, ['Ne'], 'Ne')
2015-12-07 19:23:48 -- (11, ['Ne'], 'Ne')
2015-12-07 19:23:48 -- (12, ['Others'], 'Ne')
2015-12-07 19:23:48 -- (13, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (14, ['Ne'], 'Ne')
2015-12-07 19:23:48 -- (15, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (16, ['Um'], 'Ne')
2015-12-07 19:23:48 -- (17, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (18, ['Ne'], 'Ne')
2015-12-07 19:23:48 -- (19, ['Trans'], 'Ne')
2015-12-07 19:23:48 -- (20, ['Ne'], 'Ne')
2015-12-07 19:23:50 -- (0, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (1, ['Others'], 'Ne')
2015-12-07 19:23:50 -- (2, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (3, ['Ne'], 'Ne')
2015-12-07 19:23:50 -- (4, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (5, ['Ne'], 'Ne')
2015-12-07 19:23:50 -- (6, ['Others'], 'Ne')
2015-12-07 19:23:50 -- (7, ['Others'], 'Ne')
2015-12-07 19:23:50 -- (8, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (9, ['Ne'], 'Ne')
2015-12-07 19:23:50 -- (10, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (11, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (12, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (13, ['Others'], 'Ne')
2015-12-07 19:23:50 -- (14, ['Others'], 'Ne')
2015-12-07 19:23:50 -- (15, ['Others'], 'Ne')
2015-12-07 19:23:50 -- (16, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (17, ['Ne'], 'Ne')
2015-12-07 19:23:50 -- (18, ['Others'], 'Ne')
2015-12-07 19:23:50 -- (19, ['WOinc'], 'Ne')
2015-12-07 19:23:50 -- (20, ['Others'], 'Ne')
2015-12-07 19:23:50 -- (21, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (22, ['Trans'], 'Ne')
2015-12-07 19:23:50 -- (23, ['Ne'], 'Ne')
2015-12-07 19:23:50 -- (24, ['Others'], 'Ne')
2015-12-07 19:23:50 -- (25, ['Um'], 'Ne')
2015-12-07 19:23:50 -- (26, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:50 -- (27, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (0, ['Trans'], 'Ne')
2015-12-07 19:23:51 -- (1, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (2, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (3, ['Trans'], 'Ne')
2015-12-07 19:23:51 -- (4, ['Mec'], 'Ne')
2015-12-07 19:23:51 -- (5, ['Trans'], 'Ne')
2015-12-07 19:23:51 -- (6, ['Trans'], 'Ne')
2015-12-07 19:23:51 -- (7, ['Trans'], 'Ne')
2015-12-07 19:23:51 -- (8, ['Um'], 'Ne')
2015-12-07 19:23:51 -- (9, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (10, ['Ne'], 'Ne')
2015-12-07 19:23:51 -- (11, ['Trans'], 'Ne')
2015-12-07 19:23:51 -- (12, ['WOadv'], 'Ne')
2015-12-07 19:23:51 -- (13, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (14, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (15, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (16, ['Npos'], 'Ne')
2015-12-07 19:23:51 -- (17, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (18, ['Um'], 'Ne')
2015-12-07 19:23:51 -- (19, ['Trans'], 'Ne')
2015-12-07 19:23:51 -- (20, ['Um'], 'Ne')
2015-12-07 19:23:51 -- (21, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (22, ['Um'], 'Ne')
2015-12-07 19:23:51 -- (23, ['Others'], 'Ne')
2015-12-07 19:23:51 -- (24, ['Trans'], 'Ne')
2015-12-07 19:23:51 -- (25, ['Ne'], 'Ne')
2015-12-07 19:23:51 -- (26, ['Trans'], 'Ne')
2015-12-07 19:23:53 -- (0, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (1, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (2, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (3, ['Ne'], 'Ne')
2015-12-07 19:23:53 -- (4, ['Nn'], 'Ne')
2015-12-07 19:23:53 -- (5, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (6, ['Spar'], 'Ne')
2015-12-07 19:23:53 -- (7, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (8, ['Ne'], 'Ne')
2015-12-07 19:23:53 -- (9, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (10, ['Ne'], 'Ne')
2015-12-07 19:23:53 -- (11, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (12, ['Ne'], 'Ne')
2015-12-07 19:23:53 -- (13, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (14, ['Ne'], 'Ne')
2015-12-07 19:23:53 -- (15, ['Ne'], 'Ne')
2015-12-07 19:23:53 -- (16, ['Ne'], 'Ne')
2015-12-07 19:23:53 -- (17, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:53 -- (18, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:53 -- (19, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (20, ['Ne'], 'Ne')
2015-12-07 19:23:53 -- (21, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (22, ['Ne'], 'Ne')
2015-12-07 19:23:53 -- (23, ['Others'], 'Ne')
2015-12-07 19:23:53 -- (24, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (0, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (1, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (2, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (3, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (4, ['Nn'], 'Ne')
2015-12-07 19:23:56 -- (5, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (6, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (7, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (8, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (9, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (10, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (11, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (12, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (13, ['Vform'], 'Ne')
2015-12-07 19:23:56 -- (14, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (15, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (16, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (17, ['WOinc'], 'Ne')
2015-12-07 19:23:56 -- (18, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (19, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (20, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (21, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (22, ['Mec'], 'Ne')
2015-12-07 19:23:56 -- (23, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (24, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:56 -- (25, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:56 -- (26, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:56 -- (27, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (28, ['Nn'], 'Ne')
2015-12-07 19:23:56 -- (29, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (30, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (31, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (32, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (33, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (34, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (35, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (36, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (37, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (38, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (39, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (40, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (41, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (42, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (43, ['WOinc'], 'Ne')
2015-12-07 19:23:56 -- (44, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (45, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (46, ['WOinc'], 'Ne')
2015-12-07 19:23:56 -- (47, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (48, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (49, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (50, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (51, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (52, ['Nn'], 'Ne')
2015-12-07 19:23:56 -- (53, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (54, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (55, ['WOinc'], 'Ne')
2015-12-07 19:23:56 -- (56, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (57, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (58, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (59, ['WOinc'], 'Ne')
2015-12-07 19:23:56 -- (60, ['Trans'], 'Ne')
2015-12-07 19:23:56 -- (61, ['Others'], 'Ne')
2015-12-07 19:23:56 -- (62, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (63, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (64, ['Spar'], 'Ne')
2015-12-07 19:23:56 -- (65, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:56 -- (66, ['Ne'], 'Ne')
2015-12-07 19:23:56 -- (67, ['Ne'], 'Ne')
2015-12-07 19:23:58 -- (0, ['Ne'], 'Ne')
2015-12-07 19:23:58 -- (1, ['Cit'], 'Ne')
2015-12-07 19:23:58 -- (2, ['Cit'], 'Ne')
2015-12-07 19:23:58 -- (3, ['WOinc'], 'Ne')
2015-12-07 19:23:58 -- (4, ['Nn'], 'Ne')
2015-12-07 19:23:58 -- (5, ['Nn'], 'Ne')
2015-12-07 19:23:58 -- (6, ['Nn'], 'Ne')
2015-12-07 19:23:58 -- (7, ['Nn'], 'Ne')
2015-12-07 19:23:58 -- (8, ['WOinc'], 'Ne')
2015-12-07 19:23:58 -- (9, ['WOinc'], 'Ne')
2015-12-07 19:23:58 -- (10, ['Nn'], 'Ne')
2015-12-07 19:23:58 -- (11, ['WOinc'], 'Ne')
2015-12-07 19:23:58 -- (12, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:58 -- (13, ['WOinc'], 'Ne')
2015-12-07 19:23:58 -- (14, ['Cit'], 'Ne')
2015-12-07 19:23:58 -- (15, ['Cit'], 'Ne')
2015-12-07 19:23:58 -- (16, ['Cit'], 'Ne')
2015-12-07 19:23:58 -- (17, ['Cit'], 'Ne')
2015-12-07 19:23:58 -- (18, ['Cit'], 'Ne')
2015-12-07 19:23:58 -- (19, ['Um'], 'Ne')
2015-12-07 19:23:58 -- (20, ['Nn'], 'Ne')
2015-12-07 19:23:58 -- (21, ['WOadv'], 'Ne')
2015-12-07 19:23:58 -- (22, ['Srun'], 'Ne')
2015-12-07 19:23:58 -- (23, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:58 -- (24, ['Nn'], 'Ne')
2015-12-07 19:23:58 -- (25, ['WOinc'], 'Ne')
2015-12-07 19:23:58 -- (26, ['Nn'], 'Ne')
2015-12-07 19:23:58 -- (27, ['Cit'], 'Ne')
2015-12-07 19:23:58 -- (28, ['Ssub'], 'Ne')
2015-12-07 19:23:58 -- (29, ['Mec'], 'Ne')
2015-12-07 19:23:58 -- (30, ['Nn'], 'Ne')
2015-12-07 19:23:58 -- (31, ['Srun'], 'Ne')
2015-12-07 19:23:58 -- (32, ['Um'], 'Ne')
2015-12-07 19:23:58 -- (33, ['Vm'], 'Ne')
2015-12-07 19:23:58 -- (34, ['Srun'], 'Ne')
2015-12-07 19:23:58 -- (35, ['Um'], 'Ne')
2015-12-07 19:23:59 -- (0, ['Ssub'], 'Ne')
2015-12-07 19:23:59 -- (1, ['WOinc'], 'Ne')
2015-12-07 19:23:59 -- (2, ['Npos'], 'Ne')
2015-12-07 19:23:59 -- (3, ['WOinc'], 'Ne')
2015-12-07 19:23:59 -- (4, ['Trans'], 'Ne')
2015-12-07 19:23:59 -- (5, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:59 -- (6, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:59 -- (7, ['WOadv'], 'Ne')
2015-12-07 19:23:59 -- (8, ['WOinc'], 'Ne')
2015-12-07 19:23:59 -- (9, ['Nn'], 'Ne')
2015-12-07 19:23:59 -- (10, ['Ne'], 'Ne')
2015-12-07 19:23:59 -- (11, ['Wtone'], 'Ne')
2015-12-07 19:23:59 -- (12, ['Pref'], 'Ne')
2015-12-07 19:23:59 -- (13, ['Spar'], 'Ne')
2015-12-07 19:23:59 -- (14, ['ArtOrDet'], 'Ne')
2015-12-07 19:23:59 -- (15, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (0, ['Ssub'], 'Ne')
2015-12-07 19:24:01 -- (1, ['Wtone'], 'Ne')
2015-12-07 19:24:01 -- (2, ['Npos'], 'Ne')
2015-12-07 19:24:01 -- (3, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (4, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (5, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:01 -- (6, ['Npos'], 'Ne')
2015-12-07 19:24:01 -- (7, ['Npos'], 'Ne')
2015-12-07 19:24:01 -- (8, ['Vt'], 'Ne')
2015-12-07 19:24:01 -- (9, ['Ne'], 'Ne')
2015-12-07 19:24:01 -- (10, ['Wcip'], 'Ne')
2015-12-07 19:24:01 -- (11, ['Ne'], 'Ne')
2015-12-07 19:24:01 -- (12, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (13, ['V0'], 'Ne')
2015-12-07 19:24:01 -- (14, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (15, ['Mec'], 'Ne')
2015-12-07 19:24:01 -- (16, ['SVA'], 'Ne')
2015-12-07 19:24:01 -- (17, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (18, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (19, ['SVA'], 'Ne')
2015-12-07 19:24:01 -- (20, ['Spar'], 'Ne')
2015-12-07 19:24:01 -- (21, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (22, ['Ne'], 'Ne')
2015-12-07 19:24:01 -- (23, ['Spar'], 'Ne')
2015-12-07 19:24:01 -- (24, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (25, ['SVA'], 'Ne')
2015-12-07 19:24:01 -- (26, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:01 -- (27, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:01 -- (28, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:01 -- (29, ['WOinc'], 'Ne')
2015-12-07 19:24:01 -- (30, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:01 -- (31, ['Ne'], 'Ne')
2015-12-07 19:24:01 -- (32, ['Nn'], 'Ne')
2015-12-07 19:24:02 -- (0, ['Trans'], 'Ne')
2015-12-07 19:24:02 -- (1, ['Others'], 'Ne')
2015-12-07 19:24:02 -- (2, ['Trans'], 'Ne')
2015-12-07 19:24:02 -- (3, ['Wform'], 'Ne')
2015-12-07 19:24:02 -- (4, ['Ne'], 'Ne')
2015-12-07 19:24:02 -- (5, ['Trans'], 'Ne')
2015-12-07 19:24:02 -- (6, ['Ne'], 'Ne')
2015-12-07 19:24:02 -- (7, ['Others'], 'Ne')
2015-12-07 19:24:02 -- (8, ['Trans'], 'Ne')
2015-12-07 19:24:02 -- (9, ['Ne'], 'Ne')
2015-12-07 19:24:02 -- (10, ['Others'], 'Ne')
2015-12-07 19:24:02 -- (11, ['Trans'], 'Ne')
2015-12-07 19:24:02 -- (12, ['Others'], 'Ne')
2015-12-07 19:24:02 -- (13, ['Ne'], 'Ne')
2015-12-07 19:24:02 -- (14, ['WOadv'], 'Ne')
2015-12-07 19:24:02 -- (15, ['Trans'], 'Ne')
2015-12-07 19:24:02 -- (16, ['Um'], 'Ne')
2015-12-07 19:24:02 -- (17, ['Trans'], 'Ne')
2015-12-07 19:24:02 -- (18, ['Ne'], 'Ne')
2015-12-07 19:24:02 -- (19, ['Trans'], 'Ne')
2015-12-07 19:24:02 -- (20, ['Ne'], 'Ne')
2015-12-07 19:24:02 -- (21, ['Ne'], 'Ne')
2015-12-07 19:24:02 -- (22, ['Others'], 'Ne')
2015-12-07 19:24:02 -- (23, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:02 -- (24, ['Others'], 'Ne')
2015-12-07 19:24:02 -- (25, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:02 -- (26, ['Others'], 'Ne')
2015-12-07 19:24:02 -- (27, ['Um'], 'Ne')
2015-12-07 19:24:02 -- (28, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:02 -- (29, ['Others'], 'Ne')
2015-12-07 19:24:04 -- (0, ['Ssub'], 'Ne')
2015-12-07 19:24:04 -- (1, ['Wtone'], 'Ne')
2015-12-07 19:24:04 -- (2, ['Ne'], 'Ne')
2015-12-07 19:24:04 -- (3, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:04 -- (4, ['Vform'], 'Ne')
2015-12-07 19:24:04 -- (5, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:04 -- (6, ['SVA'], 'Ne')
2015-12-07 19:24:04 -- (7, ['Spar'], 'Ne')
2015-12-07 19:24:04 -- (8, ['Wcip'], 'Ne')
2015-12-07 19:24:04 -- (9, ['SVA'], 'Ne')
2015-12-07 19:24:04 -- (10, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:04 -- (11, ['Trans'], 'Ne')
2015-12-07 19:24:04 -- (12, ['Ne'], 'Ne')
2015-12-07 19:24:04 -- (13, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:04 -- (14, ['Ne'], 'Ne')
2015-12-07 19:24:04 -- (15, ['Others'], 'Ne')
2015-12-07 19:24:04 -- (16, ['Wtone'], 'Ne')
2015-12-07 19:24:04 -- (17, ['Cit'], 'Ne')
2015-12-07 19:24:04 -- (18, ['WOinc'], 'Ne')
2015-12-07 19:24:04 -- (19, ['WOinc'], 'Ne')
2015-12-07 19:24:04 -- (20, ['Srun'], 'Ne')
2015-12-07 19:24:04 -- (21, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:04 -- (22, ['Nn'], 'Ne')
2015-12-07 19:24:05 -- (0, ['Others'], 'Ne')
2015-12-07 19:24:05 -- (1, ['Others'], 'Ne')
2015-12-07 19:24:05 -- (2, ['Others'], 'Ne')
2015-12-07 19:24:05 -- (3, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (4, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (5, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (6, ['Wcip'], 'Ne')
2015-12-07 19:24:05 -- (7, ['Others'], 'Ne')
2015-12-07 19:24:05 -- (8, ['Wform'], 'Ne')
2015-12-07 19:24:05 -- (9, ['Others'], 'Ne')
2015-12-07 19:24:05 -- (10, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (11, ['Spar'], 'Ne')
2015-12-07 19:24:05 -- (12, ['WOinc'], 'Ne')
2015-12-07 19:24:05 -- (13, ['Nn'], 'Ne')
2015-12-07 19:24:05 -- (14, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (15, ['Vform'], 'Ne')
2015-12-07 19:24:05 -- (16, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (17, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:05 -- (18, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (19, ['Others'], 'Ne')
2015-12-07 19:24:05 -- (20, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (21, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:05 -- (22, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (23, ['Others'], 'Ne')
2015-12-07 19:24:05 -- (24, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (25, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:05 -- (26, ['Ne'], 'Ne')
2015-12-07 19:24:05 -- (27, ['Others'], 'Ne')
2015-12-07 19:24:06 -- (0, ['Trans'], 'Ne')
2015-12-07 19:24:06 -- (1, ['Others'], 'Ne')
2015-12-07 19:24:06 -- (2, ['Ne'], 'Ne')
2015-12-07 19:24:06 -- (3, ['Others'], 'Ne')
2015-12-07 19:24:06 -- (4, ['Others'], 'Ne')
2015-12-07 19:24:06 -- (5, ['Others'], 'Ne')
2015-12-07 19:24:06 -- (6, ['Others'], 'Ne')
2015-12-07 19:24:06 -- (7, ['Um'], 'Ne')
2015-12-07 19:24:06 -- (8, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:06 -- (9, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (0, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (1, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (2, ['Ne'], 'Ne')
2015-12-07 19:24:08 -- (3, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (4, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (5, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (6, ['Ne'], 'Ne')
2015-12-07 19:24:08 -- (7, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (8, ['Ne'], 'Ne')
2015-12-07 19:24:08 -- (9, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (10, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (11, ['Vform'], 'Ne')
2015-12-07 19:24:08 -- (12, ['Ne'], 'Ne')
2015-12-07 19:24:08 -- (13, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:08 -- (14, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (15, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (16, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (17, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (18, ['Nn'], 'Ne')
2015-12-07 19:24:08 -- (19, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (20, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (21, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:08 -- (22, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (23, ['Um'], 'Ne')
2015-12-07 19:24:08 -- (24, ['ArtOrDet'], 'Ne')
2015-12-07 19:24:08 -- (25, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (26, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (27, ['Ne'], 'Ne')
2015-12-07 19:24:08 -- (28, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (29, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (30, ['Srun'], 'Ne')
2015-12-07 19:24:08 -- (31, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (32, ['WOinc'], 'Ne')
2015-12-07 19:24:08 -- (33, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (34, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (35, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (36, ['Ne'], 'Ne')
2015-12-07 19:24:08 -- (37, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (0, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (1, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (2, ['Ne'], 'Ne')
2015-12-07 19:24:08 -- (3, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (4, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (5, ['Nn'], 'Ne')
2015-12-07 19:24:08 -- (6, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (7, ['Um'], 'Ne')
2015-12-07 19:24:08 -- (8, ['Others'], 'Ne')
2015-12-07 19:24:08 -- (9, ['Trans'], 'Ne')
2015-12-07 19:24:08 -- (10, ['Wtone'], 'Ne')
2015-12-07 19:24:08 -- (11, ['Ne'], 'Ne')
2015-12-07 19:24:10 -- (0, ['Trans'], 'Ne')
2015-12-07 19:24:10 -- (1, ['Others'], 'Ne')
2015-12-07 19:24:10 -- (2, ['WOinc'], 'Ne')
2015-12-07 19:24:10 -- (3, ['Trans'], 'Ne')
2015-12-07 19:24:10 -- (4, ['Um'], 'Ne')
2015-12-07 19:24:10 -- (5, ['Others'], 'Ne')
2015-12-07 19:24:10 -- (6, ['Trans'], 'Ne')
2015-12-07 19:24:10 -- (7, ['Trans'], 'Ne')
2015-12-07 19:24:10 -- (8, ['Ne'], 'Ne')
2015-12-07 19:24:10 -- (9, ['Trans'], 'Ne')
2015-12-07 19:24:10 -- (10, ['Ne'], 'Ne')
