2015-12-30 17:03:34 -- (0, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (27, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (28, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (29, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (30, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (31, ['Ne'], 'Ne')
2015-12-30 17:47:13 -- (32, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (0, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (1, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (2, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (3, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (4, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (5, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (6, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (7, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (8, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (9, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (10, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (11, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (12, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (13, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (14, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (15, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (16, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (17, ['Ne'], 'Ne')
2015-12-30 17:48:12 -- (18, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (0, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (1, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (2, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (3, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (4, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (5, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (6, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (7, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (8, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (9, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (10, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (11, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (12, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (13, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (14, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (15, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (16, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (17, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (18, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (19, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (20, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (21, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (22, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (23, ['Ne'], 'Ne')
2015-12-30 17:49:31 -- (24, ['Ne'], 'Ne')
2015-12-30 17:49:47 -- (0, ['Ne'], 'Ne')
2015-12-30 17:49:47 -- (1, ['Ne'], 'Ne')
2015-12-30 17:49:47 -- (2, ['Ne'], 'Ne')
2015-12-30 17:49:47 -- (3, ['Ne'], 'Ne')
2015-12-30 17:49:47 -- (4, ['Ne'], 'Ne')
2015-12-30 17:49:47 -- (5, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (0, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (1, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (2, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (3, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (4, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (5, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (6, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (7, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (8, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (9, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (10, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (11, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (12, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (13, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (14, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (15, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (16, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (17, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (18, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (19, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (20, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (21, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (22, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (23, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (24, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (25, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (26, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (27, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (28, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (29, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (30, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (31, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (32, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (33, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (34, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (35, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (36, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (37, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (38, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (39, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (40, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (41, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (42, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (43, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (44, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (45, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (46, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (47, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (48, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (49, ['Ne'], 'Ne')
2015-12-30 17:52:31 -- (50, ['Ne'], 'Ne')
2015-12-30 17:52:53 -- (0, ['Ne'], 'Ne')
2015-12-30 17:52:53 -- (1, ['Ne'], 'Ne')
2015-12-30 17:52:53 -- (2, ['Ne'], 'Ne')
2015-12-30 17:52:53 -- (3, ['Ne'], 'Ne')
2015-12-30 17:52:53 -- (4, ['Ne'], 'Ne')
2015-12-30 17:52:53 -- (5, ['Ne'], 'Ne')
2015-12-30 17:52:53 -- (6, ['Ne'], 'Ne')
2015-12-30 17:52:53 -- (7, ['Ne'], 'Ne')
2015-12-30 17:52:54 -- ('SSE random weights, only Ne-tags', 0.0)
2015-12-30 17:55:07 -- (0, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (1, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (2, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (3, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (4, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (5, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (6, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (7, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (8, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (9, ['Ne'], 'Srun')
2015-12-30 17:55:07 -- (10, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (11, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (12, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (13, ['Ne'], 'Vform')
2015-12-30 17:55:07 -- (14, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (15, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (16, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (17, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (18, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (19, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (20, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (21, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (22, ['Ne'], 'Vform')
2015-12-30 17:55:07 -- (23, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (24, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (25, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (26, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (27, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (28, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (29, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (30, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (31, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (32, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (33, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (34, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (35, ['Ne'], 'Vform')
2015-12-30 17:55:07 -- (36, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (37, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (38, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (39, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (40, ['Ne'], 'Ne')
2015-12-30 17:55:07 -- (41, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (0, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (1, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (2, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (3, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (4, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (5, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (6, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (7, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (8, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (9, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (10, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (11, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (12, ['Ne'], 'Ne')
2015-12-30 17:55:50 -- (13, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (0, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (1, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (2, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (3, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (4, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (5, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (6, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (7, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (8, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (9, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (10, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (11, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (12, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (13, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (14, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (15, ['Ne'], 'Ne')
2015-12-30 17:56:42 -- (16, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (0, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (1, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (2, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (3, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (4, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (5, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (6, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (7, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (8, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (9, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (10, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (11, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (12, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (13, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (14, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (15, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (16, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (17, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (18, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (19, ['Ne'], 'Wci')
2015-12-30 17:58:59 -- (20, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (21, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (22, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (23, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (24, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (25, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (26, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (27, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (28, ['Ne'], 'Wci')
2015-12-30 17:58:59 -- (29, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (30, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (31, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (32, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (33, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (34, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (35, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (36, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (37, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (38, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (39, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (40, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (41, ['Ne'], 'Ne')
2015-12-30 17:58:59 -- (42, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (0, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (1, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (2, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (3, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (4, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (5, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (6, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (7, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (8, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (9, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (10, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (11, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (12, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (13, ['Ne'], 'Ne')
2015-12-30 17:59:45 -- (14, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (0, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (1, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (2, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (3, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (4, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (5, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (6, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (7, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (8, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (9, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (10, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (11, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (12, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (13, ['Ne'], 'Ne')
2015-12-30 18:00:31 -- (14, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (0, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (1, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (2, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (3, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (4, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (5, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (6, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (7, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (8, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (9, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (10, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (11, ['Ne'], 'Srun')
2015-12-30 18:02:51 -- (12, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (13, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (14, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (15, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (16, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (17, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (18, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (19, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (20, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (21, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (22, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (23, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (24, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (25, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (26, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (27, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (28, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (29, ['Ne'], 'Nn')
2015-12-30 18:02:51 -- (30, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (31, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (32, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (33, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (34, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (35, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (36, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (37, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (38, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (39, ['Ne'], 'Mec')
2015-12-30 18:02:51 -- (40, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (41, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (42, ['Ne'], 'Ne')
2015-12-30 18:02:51 -- (43, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (0, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (1, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (2, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (3, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (4, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (5, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (6, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (7, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (8, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (9, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (10, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (11, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (12, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (13, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (14, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (15, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (16, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (17, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (18, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (19, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (20, ['Ne'], 'Ne')
2015-12-30 18:04:00 -- (21, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (0, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (1, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (2, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (3, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (4, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (5, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (6, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (7, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (8, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (9, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (10, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (11, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (12, ['Ne'], 'Ne')
2015-12-30 18:04:42 -- (13, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (0, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (1, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (2, ['Ne'], 'SVA')
2015-12-30 18:05:56 -- (3, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (4, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (5, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (6, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (7, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (8, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (9, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (10, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (11, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (12, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (13, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (14, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (15, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (16, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (17, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (18, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (19, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (20, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (21, ['Ne'], 'Ne')
2015-12-30 18:05:56 -- (22, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (0, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (1, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (2, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (3, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (4, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (5, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (6, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (7, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (8, ['Ne'], 'Ne')
2015-12-30 18:06:25 -- (9, ['Ne'], 'Ne')
2015-12-30 18:06:35 -- (0, ['Ne'], 'Ne')
2015-12-30 18:06:35 -- (1, ['Ne'], 'Ne')
2015-12-30 18:06:35 -- (2, ['Ne'], 'Ne')
2015-12-30 18:06:35 -- (3, ['Ne'], 'Ne')
2015-12-30 18:07:02 -- (0, ['Ne'], 'Ne')
2015-12-30 18:07:02 -- (1, ['Ne'], 'Ne')
2015-12-30 18:07:02 -- (2, ['Ne'], 'Ne')
2015-12-30 18:07:02 -- (3, ['Ne'], 'Ne')
2015-12-30 18:07:02 -- (4, ['Ne'], 'Ne')
2015-12-30 18:07:02 -- (5, ['Ne'], 'Ne')
2015-12-30 18:07:02 -- (6, ['Ne'], 'Ne')
2015-12-30 18:07:02 -- (7, ['Ne'], 'Ne')
2015-12-30 18:07:02 -- (8, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (0, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (1, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (2, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (3, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (4, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (5, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (6, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (7, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (8, ['Ne'], 'Ne')
2015-12-30 18:07:31 -- (9, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (0, ['Ne'], 'Rloc-')
2015-12-30 18:09:05 -- (1, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (2, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (3, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (4, ['Ne'], 'Rloc-')
2015-12-30 18:09:05 -- (5, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (6, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (7, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (8, ['Ne'], 'Wci')
2015-12-30 18:09:05 -- (9, ['Ne'], 'Rloc-')
2015-12-30 18:09:05 -- (10, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (11, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (12, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (13, ['Ne'], 'Rloc-')
2015-12-30 18:09:05 -- (14, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (15, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (16, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (17, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (18, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (19, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (20, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (21, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (22, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (23, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (24, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (25, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (26, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (27, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (28, ['Ne'], 'Ne')
2015-12-30 18:09:05 -- (29, ['Ne'], 'Ne')
2015-12-30 18:09:25 -- (0, ['Ne'], 'Ne')
2015-12-30 18:09:25 -- (1, ['Ne'], 'Ne')
2015-12-30 18:09:25 -- (2, ['Ne'], 'Ne')
2015-12-30 18:09:25 -- (3, ['Ne'], 'Ne')
2015-12-30 18:09:25 -- (4, ['Ne'], 'Ne')
2015-12-30 18:09:25 -- (5, ['Ne'], 'Ne')
2015-12-30 18:09:25 -- (6, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (0, ['Ne'], 'Ne')
